Title,Address,City,Price,Bedroom,Bathroom,Floors,Parking,Area,Road Width,Road Type,Build Area
"Flat/Godown Space Available For Rent : Flat For Rent In Newroad, Kathmandu","Pyukha new road, Newroad, Kathmandu",Kathmandu,20000,0,1,N/A,0,310 Sq. Feet,0 Feet,NA,N/A Aana
"Maligaon Commercial 12 Ana : Land For Sale In Maligaon, Kathmandu","Man, Maligaon, Kathmandu",Kathmandu,7000000,0,0,N/A,0,12 Aman Aana,25 Feet,NA,N/A Aana
"Office Space Available For Rent : Office Space For Rent In Newroad, Kathmandu","Pyukha marg near bira complex, Newroad, Kathmandu",Kathmandu,65000,0,1,N/A,0,320 Sq. Feet,0 Feet,NA,N/A Aana
"Hattigauda Height 9 Ana Land : Land For Sale In Hattigauda, Kathmandu","Na, Hattigauda, Kathmandu",Kathmandu,2500000,0,0,N/A,0,9 Aana,15 Feet , Blacktopped,N/A Aana
"Office Space For Rent At Imadol Prime Area : Flat For Rent In Mahalaxmi Nagarpalika, Lalitpur","Imadol Mahalaxmi 1, Mahalaxmi Nagarpalika, Lalitpur",Lalitpur,35000,0,0,5,2,9 Aana,72 Feet , Blacktopped,5 Aana
"Rudreswor 4 Ropani , Budhanilkantha : Land For Sale In Budhanilkantha, Kathmandu","Na, Budhanilkantha, Kathmandu",Kathmandu,4000000,0,0,N/A,0,4 Ropani,15 Feet , Soil Stabilized,N/A Aana
"Budhanilkantha 21 Ana Bungalow On Rent : House For Rent In Budhanilkantha, Kathmandu","Na, Budhanilkantha, Kathmandu",Kathmandu,250000,6,7,3,6,21 Aana,16 Feet , Blacktopped,N/A Aana
"Ranibari 4 Land : Land For Sale In Ranibari, Kathmandu","Na, Ranibari, Kathmandu",Kathmandu,5700000,0,0,N/A,0,4 Aana,15 Feet , Blacktopped,N/A Aana
"Golfutar Hepali Pipalbot : Land For Sale In Golfutar, Kathmandu","Na, Golfutar, Kathmandu",Kathmandu,3000000,0,0,N/A,0,5 Aana,13 Feet , Soil Stabilized,N/A Aana
"Commercial Space For Rent : Office Space For Rent In Sorakhutte, Kathmandu","Nearby NCC Bank , Link Road, Sorakhutte, Kathmandu",Kathmandu,60000,0,2,4.5,5,850 Sq. Feet,20 Meter , Blacktopped,850 Sq. Feet
"12 Aana Land For Sale At Lazimpat : Land For Sale In Lazimpat, Kathmandu","Lazimpat Kathmandu, Lazimpat, Kathmandu",Kathmandu,5500000,0,0,N/A,0,0-12-0-0 Aana,0 Feet,NA,N/A Aana
"7 Aana Commercial Land For Sale At Anamnagar : Land For Sale In Anamnagar, Kathmandu","Dhobikhola Corridor, Anamnagar, Kathmandu",Kathmandu,7000000,0,0,N/A,0,0-7-0-0 Aana,9 Meter , Blacktopped,N/A Aana
"Flat For Rent In Imadol, Lalitpur","Sitapakha, Imadol, Lalitpur",Lalitpur,25000,2,2,3,1,1085 Sq. Feet,13 Feet , Concrete,N/A Sq. Feet
"Office For Rent At New Baneshwor : Flat For Rent In Baneshwor, Kathmandu","New Baneshwor, Baneshwor, Kathmandu",Kathmandu,30000,0,0,2,4,500 Sq. Feet,26 Feet , Blacktopped,N/A Aana
"Flat For Rent In Zero Km, Pokhara","Zero km pokhara, Zero Km, Pokhara",Pokhara,18000,1,1,N/A,1,0.5.3.0 Aana,14 Feet , Blacktopped,0.5.3.0 Aana
"Urgent Land Sale : Land For Sale In Chitapol, Bhaktapur","Nearby Kathmandu Fun Valley, Chitapol, Bhaktapur",Bhaktapur,550000,0,0,N/A,0,0-10-3-0 Aana,10 Feet , Gravelled,N/A Aana
"Apartment Rent In Sanepa : Apartment For Sale In Sanepa, Lalitpur","Sanepa, Sanepa, Lalitpur",Lalitpur,115000,0,0,N/A,0,1400 Sq. Feet,0 Feet,NA,N/A Aana
"Apartment Sale In Sanepa : Apartment For Sale In Sanepa, Lalitpur","Sanepa, Sanepa, Lalitpur",Lalitpur,35000000,0,0,N/A,0,1400 Sq. Feet,20 Feet,NA,N/A Aana
"Land Sale In Kirtipur : Land For Sale In Kirtipur, Kathmandu","kirtipur, Kirtipur, Kathmandu",Kathmandu,1900000,0,0,N/A,0,1-9-0-0 Aana,22 Feet,NA,N/A Aana
"Villa On Rent At Maharajgunj : House For Rent In Maharajgunj, Kathmandu","maharajgunj, Maharajgunj, Kathmandu",Kathmandu,600000,5,4,N/A,11,5 Ropani,0 Feet,NA,N/A Aana
"Sasto Jaggha : Land For Sale In Bhangal, Kathmandu","Santinagar, Bhangal, Kathmandu",Kathmandu,3000000,0,0,N/A,0,5 Aana,0 Feet,NA,5 Aana
"3 Biga 5 Khatra 12 Dur : Land For Sale In Birendranagar, Chitwan","Birendranagar, Birendranagar, Chitwan",Chitwan,180000000,0,0,N/A,0,3 .5 Bigha,30 Feet , Soil Stabilized,N/A Aana
"Furnished Apartment Flat Near Japanese Embassy : Apartment For Sale In Panipokhari, Kathmandu","panipokhari, Panipokhari, Kathmandu",Kathmandu,23000000,3,3,N/A,1,1583 Sq. Feet,20 Feet,NA,1583 Sq. Feet
"Fully-Furnished 3BHK At Grande Tower : Apartment For Rent In Tokha, Kathmandu","Grande Tower, Tokha, Kathmandu",Kathmandu,80000,3,2,4,1,1514 Sq. Feet,0 Feet , Blacktopped,1280 Sq. Feet
"Beautiful Land Is In Sale 13 Dhur Dhur : Land For Sale In Dharan, Dharan","dharan-8, Dharan, Dharan",Dharan,700000,0,0,N/A,0,13 Dhur,25 Feet , Blacktopped,N/A Aana
"Flat For Rent In Jhamsikhel, Lalitpur","jhamsihel (near British school), Jhamsikhel, Lalitpur",Lalitpur,35000,2,2,3,2,6 Aana,10 Feet , Soil Stabilized,4 Sq. Feet
"Full Furnished Office On Sale : Office Space For Sale In Thapathali, Kathmandu","Patangri marg, height, Thapathali, Kathmandu",Kathmandu,290000,0,1,1,1,900 Sq. Feet,12 Feet , Paved,N/A Aana
"Bansbari - House For Rent : House For Rent In Basbari, Kathmandu","Bansbari, Basbari, Kathmandu",Kathmandu,150000,3,4,3,2,0-5-0-0 Aana,0 Feet,NA,N/A Aana
"Commercial Land Sale In Sano Gaucharan : Land For Sale In Sano Gaucharan, Kathmandu","Sano gaucharan, Sano Gaucharan, Kathmandu",Kathmandu,11000000,0,0,N/A,0,0-9-3-0 Aana,32 Feet,NA,N/A Aana
"Godown Space Rent In Kushlechaur : Business For Rent In Chhauni, Kathmandu","Kushlechaur, Chhauni, Kathmandu",Kathmandu,55000,0,0,N/A,0,1 Aana,10 Feet,NA,N/A Aana
"Flat For Rent In Gaushala, Kathmandu","Gaushala, Gaushala, Kathmandu",Kathmandu,55000,0,0,N/A,0,1-0-0-0 Aana,12 Feet,NA,N/A Aana
"Commerial Land Sale In Nayabazar : Land For Sale In Naya Bazar, Kathmandu","Nayabazar, Naya Bazar, Kathmandu",Kathmandu,11000000,0,0,N/A,0,0-10-0-0 Aana,40 Feet,NA,N/A Aana
"Rental @ Bharatpur : Flat For Rent In Bharatpur, Chitwan","Bhintuna road, Bharatpur, Chitwan",Chitwan,20000,0,0,N/A,0,12 Aana,6 Meter , Blacktopped,4 Aana
"Flat For Rental : Flat For Rent In Jorpati, Kathmandu","Narayantar shivachowk-JORPATI, Jorpati, Kathmandu",Kathmandu,20000,1,1,N/A,1,1111111111111 Aana,0 Feet,NA,N/A Aana
"Hattiban Town Planing : Land For Sale In Hattiban, Lalitpur","Velpa Hattiban, Hattiban, Lalitpur",Lalitpur,3500000,0,0,N/A,0,0-4-0-0 Aana,6 Meter,NA,N/A Aana
"Brand New Apartment For Sale At Janta Awash Bhaisepati : Flat For Sale In Bhaisepati, Lalitpur","Janta Awash Bhaisepati, Bhaisepati, Lalitpur",Lalitpur,16500000,3,2,5,1,1200 Sq. Feet,40 Feet , Blacktopped,1200 Sq. Feet
"House For Rent At Hattiban : House For Rent In Hattiban, Lalitpur","hattiban, Hattiban, Lalitpur",Lalitpur,60000,4,3,N/A,2,4 Aana,0 Feet,NA,N/A Aana
"House For Rent At Sallaghari : House For Rent In Sallaghari, Bhaktapur","sallaghari, Sallaghari, Bhaktapur",Bhaktapur,70000,4,3,N/A,2,4 Aana,0 Feet,NA,N/A Aana
"House For Rent Near Manbhawan : House For Rent In Kumaripati, Lalitpur","manbhawan, Kumaripati, Lalitpur",Lalitpur,120000,5,4,N/A,4,10 Aana,0 Feet,NA,N/A Aana
"Super Commercial Land For Sale At Mid Baneshwor Main Road : Land For Sale In Mid Baneshwor, Kathmandu","Mid Baneshwor Main Road, Mid Baneshwor, Kathmandu",Kathmandu,10000000,0,0,N/A,0,0-26-0-0 Aana,35 Feet , Blacktopped,N/A Aana
"Land For Sale : Land For Sale In Kapan, Kathmandu","In-between kharibot and Paiyatar, Kapan, Kathmandu",Kathmandu,3500000,0,0,N/A,0,1 Ropani,14 Feet , Gravelled,N/A Aana
"Land On Sale @ Manamaiju : Land For Sale In Manamaiju, Kathmandu","Manamaiju, Nasal Chowk, Near mansingh school, Manamaiju, Kathmandu",Kathmandu,2400000,0,0,N/A,0,0-4-0-0 Aana,16 Feet , Blacktopped,N/A Aana
"Land For Sale In Bode, Bhaktapur","Nilbarahi Bode, Bhaktapur, Bode, Bhaktapur",Bhaktapur,2200000,0,0,N/A,0,0-11-1-3 Ropani,13 Feet,NA,N/A Ropani
"House On Rent At Maharajgunj : House For Rent In Maharajgunj, Kathmandu","House No: 496, Dhara Marg, Ward No: 4, Maharajgunj, Kathmandu",Kathmandu,275000,0,0,2,0,1.5 Ropani,0 Feet,NA,N/A Aana
"Land For Sale In Imadol, Lalitpur","Boje Pokhari, Imadol, Lalitpur",Lalitpur,3000000,0,0,N/A,0,0-7-3-0 Aana,13 Feet , Blacktopped,N/A Aana
"Commercial Building Booking Open : Office Space For Rent In Dhapasi, Kathmandu","Nearby Deurali Janata Pharmaceutical, Dhapasi, Kathmandu",Kathmandu,70000,0,0,4,1,0-6-0-0 Aana,25 Feet , Blacktopped,1350 Sq. Feet
"Fancy Shop Sale In Nayabazar : Business For Sale In Naya Bazar, Kathmandu","Nayabazar, Naya Bazar, Kathmandu",Kathmandu,3500000,0,0,N/A,0,1 Aana,16 Feet,NA,N/A Aana
"Fancy Shop Sale In Shankhamul : Business For Sale In Sankhamul, Kathmandu","Shankhamul, Sankhamul, Kathmandu",Kathmandu,760000,0,0,N/A,0,1 Aana,0 Feet,NA,N/A Aana
"Land Sale In Nayabazar : Land For Sale In Naya Bazar, Kathmandu","Nayabazar, Naya Bazar, Kathmandu",Kathmandu,7000000,0,0,N/A,0,0-2-2-0 Aana,26 Feet,NA,N/A Aana
"Land For Sale In Ramkot, Kathmandu","Taukhel, Ramkot, Kathmandu",Kathmandu,2500000,0,0,N/A,0,0-11-2-0 Aana,14 Feet,NA,N/A Aana
"Land Sale In Bijeshori : Land For Sale In Swayambhu, Kathmandu","Bijeshori, Swayambhu, Kathmandu",Kathmandu,6000000,0,0,N/A,0,0-8-0-0 Aana,32 Feet,NA,N/A Aana
"House For Sale In Samakhusi Inside Ring Road In High End Colony : Flat For Sale In Samakhusi, Kathmandu","Samakhusi Inside Ring Road, Samakhusi, Kathmandu",Kathmandu,24500000,0,3,2,1,0-3-0-0 Aana,16 Feet , Gravelled,N/A Aana
"Land Sale In Narayanthan : Land For Sale In Budhanilkantha, Kathmandu","Budhanilkantha, Budhanilkantha, Kathmandu",Kathmandu,2850000,0,0,N/A,0,1-1-0-0 Aana,13 Feet,NA,N/A Aana
"Land Sale In Taukhel : Land For Sale In Nagarjun, Kathmandu","Taukhel, Nagarjun, Kathmandu",Kathmandu,2500000,0,0,N/A,0,0-11-2-0 Aana,14 Feet,NA,N/A Aana
"Land Rent In Bohoratar : Land For Rent In Manamaiju, Kathmandu","Bohoratar, Manamaiju, Kathmandu",Kathmandu,40000,0,0,N/A,0,1-8-0-0 Ropani,20 Feet , Soil Stabilized,N/A Aana
"House For Rent : House For Rent In Lekhnath, Pokhara","Baral danda Marga, Lekhnath, Pokhara",Pokhara,30000,3,2,2,3,3 ropani Aana,14 Feet , Blacktopped,N/A Aana
"Land Sale In Budhanilkantha : Land For Sale In Budhanilkantha, Kathmandu","Narayanthan, Budhanilkantha, Kathmandu",Kathmandu,2600000,0,0,N/A,0,2-0-0-0 Ropani,14 Feet,NA,N/A Aana
"House On Sell @Tarkeshwar-09, Manamaiju, Basukinagtole : Flat For Sale In Manamaiju, Kathmandu","Basukinagtole, Manamaiju, Kathmandu, Manamaiju, Kathmandu",Kathmandu,17000000,5,3,3,1,0-3-0-0 Aana,14 Feet,NA,0-2-2-1 Aana
"Flat For Rent In Pokhara : Flat For Rent In Raam Bazar, Pokhara","Syani Patan, Sunaulo Marg, Pokhara-15, Raam Bazar, Pokhara",Pokhara,15000,2,1,N/A,1,8.5 Aana,13 Feet , Paved,5 Aana
"Land Sale In Raniban : Land For Sale In Raniban, Kathmandu","Raniban, Raniban, Kathmandu",Kathmandu,2850000,0,0,N/A,0,0-5-1-0 Aana,12 Feet,NA,N/A Aana
"Land Sale In Thulobharyang : Land For Sale In Thulo Bharyang, Kathmandu","Thulobharyang, Thulo Bharyang, Kathmandu",Kathmandu,4000000,0,0,N/A,0,3-0-0-0 Ropani,20 Feet,NA,N/A Aana
"10 Dhur, Land Sale At Dharan, Panbari : Land For Sale In Tarahara, Sunsari","Dharan, Sunsari, Tarahara, Sunsari",Sunsari,250000,0,0,N/A,0,10 Dhur,20 Feet , Gravelled,N/A Aana
"Commercial Land : Land For Sale In Hattisar, Kathmandu","Opposite of Siddartha Bank, Hattisar, Kathmandu",Kathmandu,15000000,0,0,N/A,1,0-13-2-2 Aana,20 Feet , Blacktopped,N/A Aana
"13 Dhur, Land Sale At Dharan, Panbari : Land For Sale In Tarahara, Sunsari","Dharan, Sunsari, Tarahara, Sunsari",Sunsari,235000,0,0,N/A,0,13 Dhur,16 Feet , Gravelled,N/A Aana
"HOUSE ON RENT AT SITAPAILA/RAMKOT AROUND CIVIL HOME HOUSING : House For Rent In Sitapaila, Kathmandu","Ramkot, Sitapaila, Kathmandu",Kathmandu,40000,4,3,3,1,1500 Sq. Feet,22 Feet , Gravelled,N/A Aana
"Land For Sale In Chabahil, Kathmandu","chuchchepati, Chabahil, Kathmandu",Kathmandu,5500000,0,0,N/A,0,1-2-0-0 Aana,36 Feet,NA,N/A Aana
"Bungalow On Rent At Basbari : House For Rent In Basbari, Kathmandu","Basbari, Basbari, Kathmandu",Kathmandu,200000,6,4,N/A,2,10 Aana,0 Feet,NA,N/A Aana
"Land Is Very Suitable For Residental Purpose : Land For Sale In Swayambhu, Kathmandu","Ichangu, Swayambhu, Kathmandu",Kathmandu,1150000,0,0,N/A,0,0-7-1-0 Aana,11 Feet , Gravelled,N/A Aana
"Flats And Room On Rent : Flat For Rent In Baghbazaar, Kathmandu","Siddhartha marga, Baghbazaar, Kathmandu",Kathmandu,30000,6,2,3,2,1-1-1 Ropani,14 Feet , Blacktopped,1-1-0 Ropani
"Office Space For Rent At Soaltee Mood : Office Space For Rent In Soltimode, Kathmandu","Soaltee mode, Soltimode, Kathmandu",Kathmandu,40000,3,2,N/A,1,10 Aana,0 Feet,NA,N/A Aana
"Villa On Rent At Budhanilkantha : House For Rent In Budhanilkantha, Kathmandu","budhanilkantha, Budhanilkantha, Kathmandu",Kathmandu,200000,5,4,N/A,4,25 Aana,0 Feet,NA,N/A Aana
"Lands Suitable For All Purposes : Land For Sale In Thaha Nagarpalika, Makwanpur","Thaha muncipility, Thaha Nagarpalika, Makwanpur",Makwanpur,300000,0,0,N/A,0,9 Ropani,14 Feet , Gravelled,95/16/11/7 Ropani
"Land For Sale In Sitapaila, Kathmandu","Sitapaila, Sitapaila, Kathmandu",Kathmandu,4200000,0,0,N/A,0,0-13-0-0 Aana,11 Meter , Blacktopped,N/A Aana
"Business For Sale In Patan, Lalitpur","Patan, Patan, Lalitpur",Lalitpur,3500000,0,0,N/A,0,1500 Sq. Feet,0 Feet,NA,N/A Aana
"Apartment For Sale In Jhamsikhel, Lalitpur","Jhamsikhel, Jhamsikhel, Lalitpur",Lalitpur,11900000,2,1,N/A,0,683 Sq. Feet,30 Feet,NA,N/A Aana
"House For Sale In Pasikot, Kathmandu","pasikot, Pasikot, Kathmandu",Kathmandu,28500000,6,6,N/A,1,0-5-2-0 Aana,20 Feet,NA,N/A Aana
"House Sale In TIkathali : House For Sale In Tikathali, Lalitpur","Tikathali, Tikathali, Lalitpur",Lalitpur,21500000,0,0,N/A,1,0-3-2-0 Aana,13 Feet , Gravelled,N/A Aana
"Flat For Rent In Dhumbarahi, Kathmandu","Dhumbarahi,Pragati tol, Dhumbarahi, Kathmandu",Kathmandu,20000,2,1,N/A,0,3.5 Aana,0 Feet,NA,N/A Aana
"Land For Sale At Kapan Paiyatar : Land For Sale In Kapan, Kathmandu","Paiyatar, Kapan, Kapan, Kathmandu",Kathmandu,3000000,0,0,N/A,0,4 Aana,13 Feet , Soil Stabilized,N/A Aana
"Godawari_Badikhel Pitched Road Touching House For Sell_ 5 Anna Land : House For Sale In Godawari, Lalitpur","Badikhel (Godawari), Godawari, Lalitpur",Lalitpur,12500000,3,1,2,1,0-5-0-0 Aana,16 Feet , Blacktopped,N/A Aana
"Commercial House On Sale At Bafal : House For Sale In Bafal, Kathmandu","soltee dobato, Bafal, Kathmandu",Kathmandu,32500000,11,0,N/A,1,4.5 Aana,20 Feet , Blacktopped,N/A Aana
"House For Sale In Imadol, Lalitpur","Bojepokhari, Panii Tyanki, Imadol, Lalitpur",Lalitpur,22000000,5,3,2.5,1,0-4-0-0 Aana,10 Feet , Gravelled,N/A Sq. Feet
"New Beautiful House Is On Sale At Gaidakot, Nawalpur : House For Sale In Gaidakot, Nawalpur","Congress chowk, Gaidakot, Nawalpur",Nawalpur,11000000,3,4,N/A,1,4 Aana,15 Feet , Blacktopped,4 Aana
"Beautiful House Is On Sale At Tarkeshwor, Kathmndu : House For Sale In Tarkeshwor, Kathmandu","Tarkeshwor, Tarkeshwor, Kathmandu",Kathmandu,17000000,0,2,3,1,3.1 Aana,20 Feet , Blacktopped,3.2 Aana
"4 Aana 1 Paisa Land : Land For Sale In Sallaghari, Bhaktapur","Katunje, Sallaghari, Bhaktapur",Bhaktapur,3000000,0,0,N/A,0,0-4-1-0 Aana,13 Feet , Blacktopped,N/A Aana
"1.5 Storey House : House For Sale In Tikathali, Lalitpur","nearby Panityanki, Tikathali, Lalitpur",Lalitpur,11000000,2,1,1.5,2,0-2-3-0 Aana,13 Feet , Gravelled,646 Sq. Feet
"लुभु लामाटार बुढाथोकी टोलमा ५ आना सस्तो जग्गा तु. बिक्रिमा : Land For Sale In Lubhu, Lalitpur","Lubhu Lamatar, Lubhu, Lalitpur",Lalitpur,900000,0,0,N/A,0,5 Aana,10 Feet,NA,N/A Aana
"Highly Commercial Land For Sale At Maitidevi Main Road : Land For Sale In Maitidevi, Kathmandu","Maitidevi Main Road, Maitidevi, Kathmandu",Kathmandu,15000000,0,0,N/A,0,0-8-0-0 Aana,45 Feet , Blacktopped,N/A Aana
"1.5 Storey House : House For Sale In Imadol, Lalitpur","Nearby Buddha party palace, Imadol, Lalitpur",Lalitpur,13000000,4,2,1.5,1,0-3-0-0 Aana,13 Feet , Gravelled,750 Aana
"Commercial House Sale At Satungal Near By APF Hospital ,घर वा जमिनको साथ साटासाट गर्न सकिन्छ : House For Sale In Satungal, Kathmandu","satungal,kathmandu, Satungal, Kathmandu",Kathmandu,42500000,28,0,5,0,0-5-1-1 Aana,29 Feet,NA,0-5-1 Aana
"Attractive Land For Sale At Shankharapur , Kathmandu : Land For Sale In Gokarneshwor, Kathmandu","Shankharapur, Gokarneshwor, Kathmandu",Kathmandu,1300000,0,0,N/A,0,14 Aana,20 Feet , Blacktopped,14 Aana
"Land For Sale In Machhegaun, Kirtipur","Chandragiri nagarpalika -9, Machhegaun, Kirtipur",Kirtipur,1800000,0,0,N/A,0,0-4-3-0 Aana,12 Feet , Blacktopped,N/A Sq. Feet
"House On Rent At Pulchowk : House For Rent In Pulchowk, Lalitpur","pulchowk, Pulchowk, Lalitpur",Lalitpur,300000,8,5,N/A,7,12 Aana,0 Feet,NA,N/A Aana
"Commercial LAnd : Land For Sale In Balkhu, Kathmandu","kalanki, Balkhu, Kathmandu",Kathmandu,10500000,0,0,N/A,0,0-7-1-0 Aana,0 Feet,NA,N/A Aana
"Naksal Apartment : Apartment For Sale In Hattisar, Kathmandu","Na, Hattisar, Kathmandu",Kathmandu,50000000,3,3,3,2,5 Ropani,20 Feet , Blacktopped,1500 Sq. Feet
"House Sale At Pokhara Buspark, Chitwan : House For Sale In Bharatpur, Chitwan","Naranghat, Bharatpur, Chitwan",Chitwan,10500000,4,2,3,1,4 Aana,13 Feet , Blacktopped,4 Aana
"New Residental House For Sale Near Grande Hospital : House For Sale In Tokha, Kathmandu","tokha road , saraswoti 3, Tokha, Kathmandu",Kathmandu,30000000,6,5,3,2,5 Aana,14 Feet , Gravelled,3922.08 Sq. Feet
"Banglow For Sale : House For Sale In Bhaisepati, Lalitpur","Bhaisepati, Bhaisepati, Lalitpur",Lalitpur,31500000,4,4,3,1,4.3 Aana,12 Feet , Paved,N/A Aana
"House For Sale : House For Sale In Harisiddhi, Lalitpur","Harisiddhi, Harisiddhi, Lalitpur",Lalitpur,18000000,3,3,3,1,0-3-0-3 Aana,18 Feet,NA,N/A Aana
"Land For Sale In Bhandara, Chitwan","Rapti Nagar, Bhandara, Chitwan",Chitwan,50000000,0,0,0,0,3 Bigha,20 Feet , Soil Stabilized,N/A Sq. Feet
"Fabulous Bungalow , Budhanilkantha : House For Sale In Budhanilkantha, Kathmandu","Na, Budhanilkantha, Kathmandu",Kathmandu,57500000,4,5,3,1,8 Aana,20 Feet , Paved,N/A Aana
"House For Sale At Lampokhari, Chabahil Main Road : House For Sale In Chabahil, Kathmandu","Lampokhari, Chabahil Main Road., Chabahil, Kathmandu",Kathmandu,30000000,0,3,3,1,0-2-0-0 Aana,25 Feet , Blacktopped,N/A Aana
"House For Rent In Prime Location (Near Satdobato, In Front Of Ring Road) : House For Rent In Mahalaxmisthan, Lalitpur","Talchhikhel, Satdobato, Mahalaxmisthan, Lalitpur",Lalitpur,100000,3,3,3,3,11 Aana,20 Feet , Blacktopped,5000 Sq. Feet
"4 Anna Land For Sale At Chabahil Beside Medicare Hospital. : Land For Sale In Chabahil, Kathmandu","Chabahil Beside Medicare Hospital, Chabahil, Kathmandu",Kathmandu,15500000,0,0,N/A,0,0-4-0-0 Aana,18 Feet , Blacktopped,N/A Aana
"9.2 Anna Land For Sale At Baluwatar, 1 Kitta Inside From Main Road : Land For Sale In Baluwatar, Kathmandu","Baluwatar Beside Goma Petrol Pump, 1 Kitta Inside from Main Road., Baluwatar, Kathmandu",Kathmandu,7500000,0,0,N/A,0,0-9-2-0 Aana,20 Feet , Blacktopped,N/A Aana
"House For Sale At Ganeshthan, Chabahil Beside Raprapa Party Office : House For Sale In Chabahil, Kathmandu","Ganeshthan, Chabahil Beside Raprapa Party Office., Chabahil, Kathmandu",Kathmandu,60000000,0,0,2,3,0-9-2-0 Aana,15 Feet , Blacktopped,N/A Aana
"Plotted Land : Land For Sale In Matatirtha, Kathmandu","Nearby Bauthali Chwok., Matatirtha, Kathmandu",Kathmandu,1200000,0,0,N/A,0,0-4-3-0 Aana,20 Feet , Concrete,N/A Aana
"0-5-0-0 Aana Commercial Land : Land For Sale In Kadaghari, Kathmandu","Nearby Suncity Apartment, Kadaghari, Kathmandu",Kathmandu,2700000,0,0,N/A,0,0-5-0-0 Aana,12 Feet , Blacktopped,3600 Sq. Feet
"Brand New : House For Sale In Sankhamul, Kathmandu","Nearby Valley Top Driving Center, Sankhamul, Kathmandu",Kathmandu,35000000,7,3,2.5,2,0-3-2-2 Aana,12 Feet , Paved,3600 Sq. Feet
"0-9-0-0 Aana Land : Land For Sale In Kalanki, Kathmandu","Maitrinagar, Kalanki, Kathmandu",Kathmandu,3600000,0,0,N/A,0,0-9-0-0 Aana,16 Feet , Blacktopped,N/A Aana
"House On Sale At Chabahil (50m Towards Ganeshsthan) ) : House For Sale In Chabahil, Kathmandu","Chabahil, Charumati bihar, Chabahil, Kathmandu",Kathmandu,25000000,6,4,4,2,2.5 Aana,20 Feet , Paved,2.5 Aana
"Beautiful House Sale At Gothatar, Bhaktapur, Nepal : House For Sale In Gothatar, Kathmandu","Gothatar, Gothatar, Kathmandu",Kathmandu,15500000,0,0,2,0,0-3-2-0 Aana,13 Feet , Blacktopped,0-3-2-0 Aana
"13 Anna Land For Sale At Chabahil Main Road, Inside Ring Road Track. : Land For Sale In Chabahil, Kathmandu","13 Anna Land For Sale At Chabahil Main Road, Inside Ring Road Track., Chabahil, Kathmandu",Kathmandu,9500000,0,0,N/A,0,0-13-0-0 Aana,40 Feet , Blacktopped,N/A Aana
"House For Sale At Putalisadak Behind Star Mall, Just 100 Meters From Main Road. : House For Sale In Putalisadak, Kathmandu","Putalisadak Behind Star Mall, 100 Meters From Main Road, Putalisadak, Kathmandu",Kathmandu,75000000,0,0,5,0,0-9-0-0 Aana,12 Feet , Blacktopped,N/A Aana
"13 Anna Land At For Sale At Chabahil, Dhobikhola Corridor : Land For Sale In Chabahil, Kathmandu","Chabahil, Dhobikhola Corridor, Chabahil, Kathmandu",Kathmandu,3500000,0,0,N/A,0,0-13-0-0 Aana,25 Feet , Blacktopped,N/A Aana
"40 Anna Commercial Land For Sale At Nardevi Basantapur, New Road : Land For Sale In Basantapur, Kathmandu","West Of Nardevi Temple At Nardevi, Basantapur, New Road., Basantapur, Kathmandu",Kathmandu,7500000,0,0,N/A,0,0-40-0-0 Aana,15 Feet , Blacktopped,N/A Aana
"House At Chabahil Beside Pashupati Campus, 100 Meter From Ring Road : House For Sale In Chabahil, Kathmandu","Chabahil Beside Pashupati Campus, 100 Meter From Ring Road, Chabahil, Kathmandu",Kathmandu,75000000,0,0,3,0,0-10-0-0 Aana,16 Feet , Gravelled,N/A Aana
"8 Anna Land For Sale At Sifal, Chabahil : Land For Sale In Chabahil, Kathmandu","Sifal, Chabahil, Chabahil, Kathmandu",Kathmandu,4500000,0,0,N/A,0,0-8-0-0 Aana,16 Feet , Blacktopped,N/A Aana
"9 Anna Perfect Residential Land For Sale At Budhanilkantha : Land For Sale In Budhanilkantha, Kathmandu","Budhanilkantha, Budhanilkantha, Kathmandu",Kathmandu,3700000,0,0,N/A,0,0-9-0-0 Aana,16 Feet , Gravelled,N/A Aana
"6 Anna House For Sale At Ratopul : House For Sale In Ratopul, Kathmandu","Ratopul, Ratopul, Kathmandu",Kathmandu,39500000,0,0,4,3,0-6-0-0 Aana,18 Feet , Blacktopped,N/A Aana
"Restaurant For Rent : Business For Rent In Mahendrapul, Pokhara","74, Mahendrapul, Pokhara",Pokhara,70000,0,2,N/A,0,1600 Sq. Feet,0 Feet,NA,N/A Aana
"Flat Rent At Balaju (Godaun Storage / Office Use) : Flat For Rent In Balaju, Kathmandu","Main road, Balaju, Kathmandu",Kathmandu,18000,1,1,1,4,375 Sq. Feet,20 Feet,NA,N/A Aana
